iter	Passed	Remaining
205	586	2259
206	587	2252
207	589	2244
208	590	2236
209	592	2229
210	594	2222
211	596	2218
212	598	2212
213	600	2204
214	601	2196
215	603	2191
216	605	2184
217	607	2179
218	609	2174
219	612	2169
220	613	2162
221	617	2163
222	619	2156
223	620	2150
224	623	2148
225	627	2148
226	629	2144
227	631	2139
228	634	2136
229	635	2129
230	639	2127
231	641	2122
232	643	2116
233	645	2113
234	647	2108
235	650	2105
236	652	2101
237	654	2095
238	656	2089
239	657	2083
240	659	2078
241	661	2072
242	663	2066
243	666	2064
244	668	2059
245	670	2054
246	672	2049
247	674	2044
248	675	2038
249	677	2033
250	679	2028
251	681	2023
252	683	2018
253	685	2013
254	687	2009
255	689	2005
256	691	2000
257	693	1995
258	695	1991
259	697	1985
260	699	1980
261	701	1975
262	703	1970
263	705	1965
264	707	1960
265	708	1956
266	710	1951
267	712	1945
268	714	1940
269	716	1936
270	717	1931
271	719	1925
272	721	1921
273	723	1916
274	724	1911
275	726	1906
276	728	1901
277	730	1896
278	732	1891
279	734	1887
280	736	1883
281	737	1878
282	739	1873
283	741	1868
284	742	1863
285	744	1859
286	746	1855
287	748	1850
288	750	1845
289	752	1841
290	753	1836
291	755	1832
292	757	1827
293	758	1822
294	760	1818
295	762	1813
296	765	1810
297	767	1808
298	770	1805
299	772	1801
300	774	1799
301	776	1794
302	779	1791
303	781	1788
304	782	1784
305	784	1780
306	786	1776
307	789	1773
308	791	1770
309	793	1766
310	795	1761
311	797	1757
312	798	1753
313	800	1747
314	801	1743
315	803	1739
316	806	1736
317	807	1732
318	809	1728
319	811	1724
320	813	1720
321	815	1716
322	816	1711
323	818	1707
324	820	1703
325	821	1699
326	823	1695
327	825	1690
328	826	1686
329	828	1682
330	830	1678
331	832	1674
332	833	1669
333	835	1666
334	837	1662
335	839	1658
336	841	1654
337	842	1650
338	844	1647
339	846	1643
340	848	1639
341	850	1636
342	851	1631
343	853	1627
344	855	1623
345	857	1620
346	859	1616
347	861	1613
348	862	1609
349	864	1606
350	866	1602
351	868	1598
352	870	1595
353	872	1591
354	874	1588
355	876	1584
356	877	1581
357	879	1577
358	881	1573
359	882	1569
360	884	1566
361	886	1562
362	888	1559
363	890	1555
364	892	1551
365	893	1548
366	895	1545
367	897	1541
368	899	1538
369	901	1534
370	902	1530
371	904	1527
372	906	1523
373	908	1520
374	910	1517
375	912	1514
376	914	1510
377	916	1507
378	917	1503
379	919	1500
380	921	1496
381	923	1493
382	924	1489
383	926	1486
384	929	1484
385	931	1481
386	932	1477
387	934	1473
388	936	1470
389	937	1466
390	939	1463
391	941	1459
392	943	1456
393	944	1453
394	946	1449
395	948	1446
396	950	1443
397	952	1440
398	954	1437
399	955	1433
400	957	1430
401	959	1427
402	961	1423
403	963	1420
404	964	1417
405	966	1414
406	968	1411
407	970	1407
408	971	1404
409	973	1400
410	975	1397
411	976	1394
412	979	1391
413	980	1388
414	981	1384
415	983	1380
416	984	1377
417	986	1373
418	987	1369
419	989	1366
420	991	1363
421	992	1359
422	994	1356
423	996	1353
424	997	1350
425	999	1347
426	1001	1343
427	1003	1340
428	1004	1337
429	1006	1334
430	1008	1331
431	1010	1328
432	1011	1325
433	1013	1322
434	1015	1319
435	1017	1315
436	1019	1312
437	1021	1310
438	1022	1307
439	1024	1304
440	1026	1301
441	1028	1298
442	1030	1295
443	1032	1292
444	1033	1289
445	1035	1286
446	1037	1283
447	1039	1280
448	1041	1277
449	1043	1275
450	1045	1272
451	1047	1269
452	1049	1266
453	1050	1263
454	1052	1260
455	1053	1257
456	1055	1254
457	1057	1251
458	1058	1248
459	1060	1245
460	1062	1242
461	1064	1239
462	1066	1236
463	1067	1233
464	1069	1230
465	1071	1227
466	1073	1225
467	1074	1221
468	1076	1218
469	1078	1215
470	1079	1212
471	1081	1210
472	1083	1207
473	1085	1204
474	1087	1201
475	1089	1199
476	1092	1197
477	1095	1195
478	1097	1193
479	1099	1190
480	1100	1187
481	1102	1185
482	1104	1182
483	1106	1179
484	1109	1177
485	1112	1176
486	1114	1174
487	1116	1171
488	1118	1168
489	1119	1165
490	1121	1162
491	1124	1160
492	1126	1158
493	1128	1155
494	1130	1153
495	1131	1150
496	1133	1147
497	1135	1144
498	1137	1142
499	1139	1139
500	1140	1136
501	1142	1133
502	1144	1130
503	1146	1127
504	1147	1124
505	1148	1121
506	1150	1118
507	1152	1116
508	1153	1113
509	1155	1110
510	1156	1107
511	1158	1103
512	1159	1101
513	1161	1098
514	1163	1095
515	1165	1092
516	1166	1090
517	1168	1087
518	1170	1084
519	1172	1082
520	1174	1079
521	1175	1076
522	1177	1074
523	1179	1071
524	1181	1068
525	1183	1066
526	1184	1063
527	1186	1060
528	1188	1058
529	1190	1055
530	1192	1053
531	1194	1050
532	1196	1048
533	1198	1045
534	1199	1042
535	1201	1040
536	1203	1037
537	1205	1035
538	1207	1032
539	1208	1029
540	1210	1027
541	1212	1024
542	1214	1022
543	1216	1019
544	1217	1016
545	1219	1014
546	1221	1011
547	1222	1008
548	1224	1005
549	1226	1003
550	1228	1000
551	1229	998
552	1231	995
553	1233	993
554	1235	990
555	1237	987
556	1239	985
557	1240	982
558	1242	980
559	1244	977
560	1246	975
561	1247	972
562	1249	970
563	1252	968
564	1254	965
565	1256	963
566	1258	960
567	1259	958
568	1261	955
569	1263	953
570	1265	950
571	1266	947
572	1268	945
573	1270	943
574	1272	940
575	1274	938
576	1276	935
577	1279	933
578	1281	931
579	1282	929
580	1284	926
581	1286	924
582	1288	921
583	1290	919
584	1291	916
585	1294	914
586	1295	911
587	1297	909
588	1299	906
589	1301	904
590	1303	901
591	1304	899
592	1306	896
593	1308	894
594	1310	891
595	1312	889
596	1313	886
597	1315	884
598	1317	881
599	1319	879
600	1321	877
601	1323	874
602	1324	871
603	1326	869
604	1327	866
605	1329	864
606	1331	862
607	1333	859
608	1335	857
609	1337	855
610	1339	852
611	1341	850
612	1343	848
613	1345	845
614	1346	843
615	1348	840
616	1350	838
617	1351	835
618	1353	833
619	1355	830
620	1357	828
621	1358	825
622	1360	823
623	1362	821
624	1365	819
625	1367	816
626	1369	814
627	1371	812
628	1372	809
629	1374	807
630	1376	804
631	1378	802
632	1380	800
633	1381	797
634	1383	795
635	1385	792
636	1386	790
637	1388	787
638	1390	785
639	1393	783
640	1395	781
641	1398	779
642	1400	777
643	1402	775
644	1404	773
645	1407	771
646	1410	769
647	1412	767
648	1414	765
649	1417	763
650	1418	760
651	1422	758
652	1424	756
653	1425	754
654	1427	751
655	1429	749
656	1430	747
657	1433	744
658	1435	742
659	1437	740
660	1440	738
661	1442	736
662	1444	734
663	1446	731
664	1447	729
665	1449	726
666	1451	724
667	1453	722
668	1455	719
669	1456	717
670	1458	714
671	1459	712
672	1462	710
673	1463	707
674	1465	705
675	1467	703
676	1469	701
677	1471	698
678	1473	696
679	1475	694
680	1477	691
681	1479	689
682	1480	687
683	1482	685
684	1484	682
685	1486	680
686	1487	677
687	1489	675
688	1491	673
689	1493	670
690	1495	668
691	1497	666
692	1499	664
693	1500	661
694	1502	659
695	1504	657
696	1506	654
697	1508	652
698	1510	650
699	1511	647
700	1513	645
701	1514	643
702	1516	640
703	1518	638
704	1519	635
705	1521	633
706	1523	631
707	1525	628
708	1526	626
709	1528	624
710	1529	621
711	1531	619
712	1533	617
713	1534	614
714	1535	612
715	1537	609
716	1539	607
717	1540	605
718	1542	602
719	1544	600
720	1546	598
721	1548	596
722	1550	593
723	1551	591
724	1553	589
725	1555	587
726	1557	584
727	1559	582
728	1560	580
729	1562	577
730	1564	575
731	1566	573
732	1568	571
733	1569	568
734	1571	566
735	1575	565
736	1577	563
737	1579	560
738	1581	558
739	1583	556
740	1585	554
741	1586	551
742	1588	549
743	1589	547
744	1591	544
745	1593	542
746	1595	540
747	1597	538
748	1599	536
749	1601	533
750	1603	531
751	1606	529
752	1608	527
753	1610	525
754	1611	523
755	1613	520
756	1615	518
757	1617	516
758	1620	514
759	1622	512
760	1623	509
761	1625	507
762	1626	505
763	1628	503
764	1630	500
765	1632	498
766	1634	496
767	1636	494
768	1637	491
769	1639	489
770	1641	487
771	1642	485
772	1644	482
773	1645	480
774	1647	478
775	1649	476
776	1651	473
777	1652	471
778	1654	469
779	1656	467
780	1657	464
781	1659	462
782	1661	460
783	1663	458
784	1664	455
785	1666	453
786	1668	451
787	1670	449
788	1671	447
789	1674	445
790	1676	443
791	1679	440
792	1681	438
793	1683	436
794	1685	434
795	1688	432
796	1690	430
797	1692	428
798	1694	426
799	1696	424
800	1698	421
801	1700	419
802	1702	417
803	1704	415
804	1705	413
805	1707	410
806	1709	408
807	1711	406
808	1712	404
809	1714	402
810	1716	400
811	1718	397
812	1720	395
813	1722	393
814	1724	391
815	1726	389
816	1728	387
817	1731	385
818	1734	383
819	1736	381
820	1738	378
821	1739	376
822	1741	374
823	1743	372
824	1745	370
825	1747	368
826	1750	366
827	1752	364
828	1754	361
829	1756	359
830	1757	357
831	1759	355
832	1761	353
833	1763	350
834	1765	348
835	1766	346
836	1768	344
837	1770	342
838	1771	340
839	1773	337
840	1775	335
841	1777	333
842	1779	331
843	1781	329
844	1783	327
845	1784	324
846	1786	322
847	1788	320
848	1790	318
849	1792	316
850	1793	314
851	1795	311
852	1796	309
853	1798	307
854	1799	305
855	1801	303
856	1803	300
857	1804	298
858	1806	296
859	1808	294
860	1809	292
861	1811	290
862	1813	287
863	1814	285
864	1816	283
865	1818	281
866	1820	279
867	1821	277
868	1823	274
869	1825	272
870	1826	270
871	1828	268
872	1830	266
873	1831	264
874	1833	261
875	1835	259
876	1837	257
877	1839	255
878	1841	253
879	1843	251
880	1844	249
881	1846	247
882	1848	244
883	1850	242
884	1851	240
885	1853	238
886	1855	236
887	1857	234
888	1859	232
889	1861	230
890	1863	227
891	1864	225
892	1866	223
893	1868	221
894	1869	219
895	1871	217
896	1873	215
897	1875	213
898	1877	210
899	1878	208
900	1880	206
901	1882	204
902	1884	202
903	1885	200
904	1887	198
905	1889	196
906	1891	193
907	1893	191
908	1894	189
909	1896	187
910	1898	185
911	1900	183
912	1903	181
913	1905	179
914	1907	177
915	1909	175
916	1910	172
917	1912	170
918	1914	168
919	1916	166
920	1918	164
921	1920	162
922	1922	160
923	1924	158
924	1927	156
925	1929	154
926	1931	152
927	1933	150
928	1934	147
929	1936	145
930	1938	143
931	1940	141
932	1942	139
933	1943	137
934	1945	135
935	1948	133
936	1949	131
937	1951	129
938	1953	126
939	1955	124
940	1957	122
941	1959	120
942	1961	118
943	1962	116
944	1964	114
945	1966	112
946	1968	110
947	1969	108
948	1971	105
949	1974	103
950	1976	101
951	1978	99
952	1980	97
953	1981	95
954	1983	93
955	1985	91
956	1987	89
957	1988	87
958	1990	85
959	1992	83
960	1993	80
961	1995	78
962	1997	76
963	1999	74
964	2000	72
965	2002	70
966	2004	68
967	2006	66
968	2008	64
969	2009	62
970	2011	60
971	2013	58
972	2015	55
973	2017	53
974	2018	51
975	2020	49
976	2022	47
977	2024	45
978	2026	43
979	2028	41
980	2030	39
981	2031	37
982	2033	35
983	2035	33
984	2037	31
985	2039	28
986	2041	26
987	2042	24
988	2044	22
989	2046	20
990	2047	18
991	2049	16
992	2050	14
993	2052	12
994	2054	10
995	2056	8
996	2058	6
997	2060	4
998	2062	2
999	2065	0
