iter	Logloss
663	0.4632363704
664	0.4631659984
665	0.4630534451
666	0.4628542614
667	0.4627228974
668	0.4625664642
669	0.4624969446
670	0.4623580004
671	0.4622116298
672	0.4620495393
673	0.4619745399
674	0.4618296474
675	0.4616600694
676	0.4614850442
677	0.4612891217
678	0.4611211843
679	0.4609512906
680	0.4607815986
681	0.4605959222
682	0.4604390382
683	0.4602526334
684	0.4601287525
685	0.4600502147
686	0.4599436304
687	0.4597928161
688	0.4596321418
689	0.4594778371
690	0.4592954306
691	0.4591168049
692	0.4589512775
693	0.4588084952
694	0.4586414713
695	0.4584634057
696	0.4583019281
697	0.4581284901
698	0.4579548575
699	0.457851684
700	0.4576852527
701	0.4575301704
702	0.4573567698
703	0.4571969995
704	0.4570919283
705	0.4569204549
706	0.456763928
707	0.4566539446
708	0.456526771
709	0.4564236174
710	0.4563027446
711	0.4561336002
712	0.4560087789
713	0.4559413456
714	0.4558770935
715	0.4558098477
716	0.4556681844
717	0.4554910949
718	0.4553720602
719	0.4552104543
720	0.4550608967
721	0.4548855981
722	0.4547174426
723	0.4545801867
724	0.4544515474
725	0.454340274
726	0.454184352
727	0.4541011764
728	0.4539862312
729	0.4538490452
730	0.4537782342
731	0.4536190679
732	0.4534505029
733	0.4532782295
734	0.4531481439
735	0.4529764402
736	0.4527925266
737	0.4526216876
738	0.4524743995
739	0.4523225608
740	0.4521563199
741	0.4520980905
742	0.4519503783
743	0.4517934097
744	0.4516426108
745	0.4514950652
746	0.4513150965
747	0.4511871003
748	0.4510900142
749	0.4509411997
750	0.4507986903
751	0.4506508635
752	0.4505650129
753	0.4503958615
754	0.4502303138
755	0.4501326833
756	0.4499555361
757	0.4497791774
758	0.4496339606
759	0.4495179732
760	0.4494282398
761	0.4492718692
762	0.449170463
763	0.4490449874
764	0.4488692582
765	0.4487372244
766	0.4485841374
767	0.4484260296
768	0.4483212263
769	0.4481464874
770	0.4480167046
771	0.4479292643
772	0.4477543642
773	0.4476534318
774	0.4475092772
775	0.4474175593
776	0.4472819468
777	0.4471608974
778	0.4470575571
779	0.4469154551
780	0.4468048244
781	0.4466417504
782	0.4465261662
783	0.4463565748
784	0.4462465096
785	0.4461124933
786	0.4460307206
787	0.445919158
788	0.4458062079
789	0.4456834858
790	0.4455163625
791	0.4454243613
792	0.4452638727
793	0.4451180184
794	0.4450129817
795	0.4449591572
796	0.4448505575
797	0.4447054612
798	0.4445470742
799	0.4444182365
800	0.4442978552
801	0.4441457678
802	0.4439998372
803	0.4438565998
804	0.4438021577
805	0.4437164807
806	0.4435819271
807	0.4434816715
808	0.4433618329
809	0.4432501599
810	0.4430830245
811	0.4429352324
812	0.4428184034
813	0.442671734
814	0.4425277401
815	0.442381125
816	0.4422866694
817	0.4421664425
818	0.4421061139
819	0.4419604811
820	0.4418483428
821	0.4417508716
822	0.4416140211
823	0.4414830032
824	0.441393158
825	0.4413183075
826	0.4411811187
827	0.4410452231
828	0.4408969159
829	0.4407988835
830	0.4406556878
831	0.4405643118
832	0.4404188004
833	0.4402862525
834	0.4401678669
835	0.4400215015
836	0.4399488715
837	0.4398079138
838	0.4396483706
839	0.4395553779
840	0.4394673772
841	0.4393414766
842	0.4391832258
843	0.4390544572
844	0.4389134563
845	0.4388307169
846	0.4387272284
847	0.4386414427
848	0.4385152536
849	0.4383901509
850	0.4383431
851	0.4381997266
852	0.4381472648
853	0.43801896
854	0.4379744272
855	0.4378357847
856	0.4377830344
857	0.4376596127
858	0.4375520086
859	0.4374715518
860	0.4373504394
861	0.4372139252
862	0.4371192921
863	0.4370865119
864	0.4369621913
865	0.4368354198
866	0.4367362614
867	0.4366157782
868	0.4365289021
869	0.4364386043
870	0.4363689305
871	0.4362631938
872	0.4361397776
873	0.4360939212
874	0.4359682133
875	0.435922379
876	0.4357758415
877	0.4356498913
878	0.4355465111
879	0.4354341971
880	0.4353929125
881	0.4352907195
882	0.4351578178
883	0.4351168313
884	0.4350210217
885	0.4348935305
886	0.4347719859
887	0.4346693291
888	0.4345828133
889	0.4344905156
890	0.4343595306
891	0.4342497782
892	0.4342300109
893	0.4341410763
894	0.4340141368
895	0.4338808685
896	0.433750261
897	0.4336589646
898	0.4335970856
899	0.4335477053
900	0.4334568547
901	0.433321973
902	0.4332451848
903	0.4331717404
904	0.4330731157
905	0.4330000262
906	0.4328759437
907	0.4327645696
908	0.4326632609
909	0.4325932261
910	0.4325100027
911	0.4323932308
912	0.4322674105
913	0.4321518686
914	0.4320385243
915	0.4319292793
916	0.4318085314
917	0.4317197133
918	0.4316088799
919	0.4314832023
920	0.4313597937
921	0.4312694831
922	0.4311669962
923	0.4310750308
924	0.430946633
925	0.4308234982
926	0.4306832793
927	0.4305785177
928	0.4305367905
929	0.4304313845
930	0.4303162933
931	0.4302073125
932	0.4300938777
933	0.4299675558
934	0.4298577004
935	0.429726702
936	0.4296217058
937	0.4294857441
938	0.4294054226
939	0.4293194082
940	0.4292296781
941	0.429142724
942	0.4290183568
943	0.428961284
944	0.4288417914
945	0.4287918139
946	0.4286682795
947	0.4286069373
948	0.4285114818
949	0.4283948915
950	0.4283101558
951	0.4282444111
952	0.42815448
953	0.4281168655
954	0.4280420238
955	0.4279238156
956	0.4278022157
957	0.4276723966
958	0.4275884576
959	0.4275074084
960	0.4274381896
961	0.4273375976
962	0.427259819
963	0.4271571086
964	0.4270610262
965	0.4269603435
966	0.4269198379
967	0.4268540115
968	0.4267736143
969	0.426707871
970	0.4265790467
971	0.426491255
972	0.4264463374
973	0.4263466785
974	0.4262314505
975	0.4261402944
976	0.426040786
977	0.4259356223
978	0.4258452206
979	0.425764834
980	0.4256417129
981	0.4255578202
982	0.425440876
983	0.4253553811
984	0.4252632431
985	0.4251515597
986	0.4250556214
987	0.4250160872
988	0.4249088909
989	0.4248025107
990	0.4247374873
991	0.4246533049
992	0.4245787127
993	0.4244730487
994	0.4243834487
995	0.4242776558
996	0.4241573726
997	0.4240946816
998	0.42403852
999	0.4239333381
